City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Ambilobe,MG,-13.2,49.05,73.51,60,0,7.74,clear sky
348,Guanay,BO,-15.4975,-67.8797,72.45,90,100,3.09,overcast clouds
349,Port Moresby,PG,-9.4431,147.1797,76.42,94,75,5.75,broken clouds
350,Lovozero,RU,68.005,35.0117,35.19,93,100,8.48,overcast clouds
351,Vestmannaeyjar,IS,63.4427,-20.2734,41.45,81,100,26.26,overcast clouds
352,Magadan,RU,59.5667,150.8,16.83,56,2,7.38,clear sky
353,Sankt Johann Im Pongau,AT,47.35,13.2,47.32,91,5,3.8,clear sky
354,Aanekoski,FI,62.6946,25.818,42.85,78,100,14.47,overcast clouds
355,Brae,GB,60.3964,-1.353,40.91,70,47,4.97,scattered clouds
356,Caravelas,BR,-17.7125,-39.2481,79.25,74,98,10.85,overcast clouds
357,Pemangkat,ID,1.1667,108.9667,80.65,80,100,5.12,overcast clouds
358,Guerrero Negro,MX,27.9769,-114.0611,83.64,23,0,2.04,clear sky
359,Gornopravdinsk,RU,60.05,69.9,45.28,88,100,9.35,overcast clouds
360,Rio Grande,BR,-32.035,-52.0986,66.31,56,17,15.05,few clouds
361,Bathsheba,BB,13.2167,-59.5167,88.41,70,20,9.22,few clouds
362,Linkoping,SE,58.4109,15.6216,48.81,83,40,6.91,scattered clouds
363,Pacifica,US,37.6138,-122.4869,84.76,38,0,4.05,clear sky
364,Taixing,CN,32.1667,120.0136,53.96,74,100,14.34,light rain
365,Beidao,CN,34.5686,105.8933,44.29,82,64,4.63,broken clouds
366,Iranshahr,IR,27.2025,60.6848,75.54,11,0,0.0,clear sky
367,Bondoukou,CI,8.0333,-2.8,77.74,72,1,1.77,clear sky
368,Brigantine,US,39.4101,-74.3646,83.32,76,1,17.27,clear sky
369,Pailon,BO,-17.65,-62.75,76.68,46,100,8.55,light rain
370,Vostok,RU,46.4856,135.8833,18.1,90,100,10.56,light snow
371,Tombouctou,ML,20.0,-3.0,89.49,9,100,6.55,overcast clouds
372,Salinas,US,36.6777,-121.6555,88.56,17,1,12.66,clear sky
373,Oktyabrskiy,RU,54.4815,53.471,39.92,58,95,5.84,overcast clouds
374,Yatou,CN,37.15,122.3833,45.57,48,6,17.05,light rain
375,Panuco,MX,22.05,-98.1667,78.98,77,100,15.55,overcast clouds
376,Myitkyina,MM,25.3833,97.4,77.07,81,86,0.38,overcast clouds
377,Ponazyrevo,RU,58.3578,46.3142,45.32,74,100,12.55,light rain
378,Waipawa,NZ,-41.4122,175.5153,54.45,61,100,8.63,overcast clouds
379,Leningradskiy,RU,69.3833,178.4167,9.9,97,99,4.97,overcast clouds
380,Husavik,IS,66.0449,-17.3389,33.71,79,100,5.28,overcast clouds
381,Kedrovyy,RU,56.1667,91.8167,21.61,71,18,2.21,few clouds
382,Ust-Omchug,RU,61.15,149.6333,-6.63,99,99,3.56,overcast clouds
383,Mastic Beach,US,40.7668,-72.8521,76.17,83,40,1.99,scattered clouds
384,Turayf,SA,31.6725,38.6637,73.65,25,40,9.22,scattered clouds
385,Severo-Yeniseyskiy,RU,60.3725,93.0408,32.56,99,100,2.8,overcast clouds
386,Bandarbeyla,SO,9.4942,50.8122,78.53,90,100,10.58,overcast clouds
387,Camacha,PT,33.0833,-16.3333,70.54,73,20,5.75,few clouds
388,Kamina,CD,-8.7386,24.9906,66.72,91,91,8.34,light rain
389,Cockburn Town,TC,21.4612,-71.1419,81.86,70,56,3.56,broken clouds
390,Ust-Barguzin,RU,53.45,108.9833,35.67,72,99,7.74,overcast clouds
391,Odweyne,SO,9.4092,45.064,77.83,27,16,13.58,few clouds
392,Wattegama,LK,6.7989,81.4808,77.86,74,100,10.33,overcast clouds
393,Uthal,PK,25.8072,66.6219,79.75,32,0,2.1,clear sky
394,Weligama,LK,5.9667,80.4167,78.96,85,100,15.1,overcast clouds
395,Red Wing,US,44.5625,-92.5338,63.66,34,1,1.01,clear sky
396,Lusambo,CD,-4.9667,23.45,71.2,89,84,2.19,broken clouds
397,Tecoanapa,MX,16.5167,-98.75,86.0,68,18,10.09,few clouds
398,Chigorodo,CO,7.6664,-76.6811,78.01,94,100,2.13,overcast clouds
399,Rocha,UY,-34.4833,-54.3333,57.29,47,2,9.19,clear sky
400,Fethiye,TR,36.6217,29.1164,62.47,78,25,2.46,scattered clouds
401,Merauke,ID,-8.4667,140.3333,79.77,82,100,10.11,overcast clouds
402,Jussara,BR,-23.6214,-52.4694,78.76,73,96,3.24,overcast clouds
403,Wichita Falls,US,33.9137,-98.4934,72.25,25,1,5.75,clear sky
404,Faanui,PF,-16.4833,-151.75,80.04,71,99,22.82,overcast clouds
405,Prince Rupert,CA,54.3161,-130.3201,46.09,78,75,3.44,broken clouds
406,Yarada,IN,17.65,83.2667,80.29,85,100,2.37,overcast clouds
407,Canton,CN,23.1167,113.25,71.01,70,18,12.97,light rain
408,Luanda,AO,-8.8368,13.2343,75.2,83,0,8.05,clear sky
409,Gavle,SE,60.6745,17.1417,44.51,62,48,7.0,scattered clouds
410,Gamba,GA,-2.65,10.0,77.05,86,90,6.87,overcast clouds
411,Chesapeake,US,36.819,-76.2749,86.18,57,1,7.0,clear sky
412,Port Macquarie,AU,-31.4333,152.9167,49.96,71,2,5.21,clear sky
413,Sillod,IN,20.3,75.65,71.83,79,100,4.52,light rain
414,Taltal,CL,-25.4,-70.4833,62.78,62,22,7.63,few clouds
415,Filingue,NE,14.3521,3.3168,95.18,10,8,5.99,clear sky
416,Zhuanghe,CN,39.7008,122.9911,33.93,37,0,6.62,clear sky
417,Xining,CN,36.6167,101.7667,40.06,76,57,1.92,broken clouds
418,Senlis,FR,49.25,2.6667,54.57,84,32,3.56,scattered clouds
419,San Isidro,PE,-12.1167,-77.05,69.26,67,20,3.0,few clouds
420,Tiarei,PF,-17.5333,-149.3333,82.42,69,15,18.14,few clouds
421,Puksoozero,RU,62.5903,40.6066,37.09,87,38,10.56,scattered clouds
422,Assiniboia,CA,49.6334,-105.9845,58.91,33,1,13.8,clear sky
423,Sisimiut,GL,66.9395,-53.6735,30.2,63,5,11.14,clear sky
424,Gobabis,NA,-22.45,18.9667,65.1,17,1,16.69,clear sky
425,Ambanja,MG,-13.6833,48.45,75.43,75,3,2.84,clear sky
426,Tucurui,BR,-3.7661,-49.6725,93.45,43,58,4.7,broken clouds
427,Phalombe,MW,-15.8064,35.6507,81.32,44,98,0.43,overcast clouds
428,Abu Kamal,SY,34.4506,40.9171,76.75,21,0,9.89,clear sky
429,Chail,IN,25.4333,81.6333,82.24,72,100,5.99,overcast clouds
430,Asosa,ET,10.0667,34.5333,62.24,82,84,4.74,broken clouds
431,Wuwei,CN,37.9281,102.6414,43.29,43,1,5.97,clear sky
432,Chipoka,MW,-13.9933,34.5157,83.32,54,61,1.66,broken clouds
433,Klyuchi,RU,52.2667,79.1667,38.82,61,26,2.62,scattered clouds
434,Mao,ES,39.8885,4.2658,63.16,82,0,5.75,clear sky
435,Santa Marta,CO,11.2408,-74.199,87.35,80,68,4.36,broken clouds
436,High Level,CA,58.5169,-117.136,42.91,56,75,2.3,broken clouds
437,Terrace,CA,54.5163,-128.6035,46.42,87,75,3.44,broken clouds
438,Lata,PT,40.1629,-8.3327,66.04,75,100,2.26,overcast clouds
439,Banda Aceh,ID,5.5577,95.3222,80.98,78,100,3.56,light rain
440,Champerico,GT,14.3,-91.9167,93.74,65,11,5.48,few clouds
441,Pemba,MZ,-12.974,40.5178,75.9,88,75,13.8,broken clouds
442,Asbury Park,US,40.2204,-74.0121,83.17,72,75,4.0,broken clouds
443,Laguna,US,38.421,-121.4238,85.21,30,1,1.01,clear sky
444,Kutum,SD,14.2,24.6667,81.86,17,0,9.04,clear sky
445,Ixtapa,MX,20.7,-105.2,88.23,58,75,5.75,broken clouds
446,Puerto Escondido,MX,15.85,-97.0667,88.63,58,20,6.91,few clouds
447,Kabanjahe,ID,3.1001,98.4908,63.36,96,100,0.92,overcast clouds
448,Mahajanga,MG,-15.7167,46.3167,73.42,73,20,2.3,few clouds
449,Mongu,ZM,-15.2484,23.1274,83.41,14,31,2.19,scattered clouds
450,Atar,MR,20.5169,-13.0499,94.19,13,100,9.8,overcast clouds
451,Grand Gaube,MU,-20.0064,57.6608,74.37,75,0,10.0,clear sky
452,Gotsu,JP,35.0,132.2167,60.35,88,100,12.01,overcast clouds
453,Vutcani,RO,46.4667,27.9667,48.34,83,100,5.1,overcast clouds
454,Sao Sebastiao,BR,-23.76,-45.4097,72.9,94,100,7.34,overcast clouds
455,Abu Samrah,SY,35.3029,37.1841,68.65,54,0,9.73,clear sky
456,Abnub,EG,27.2696,31.1511,80.82,17,7,9.86,clear sky
457,Chimbote,PE,-9.0853,-78.5783,67.5,76,90,12.62,overcast clouds
458,Lodja,CD,-3.4833,23.4333,70.81,89,97,2.21,overcast clouds
459,Xingcheng,CN,40.6167,120.7167,36.27,35,0,5.12,clear sky
460,Mega,ET,4.05,38.3,68.59,54,84,4.94,broken clouds
461,Peruibe,BR,-24.32,-46.9983,68.58,95,100,6.51,overcast clouds
462,Kamenka,RU,51.3223,42.7678,49.41,53,100,6.06,overcast clouds
463,Jalpan,MX,21.2333,-99.4833,77.22,62,44,5.06,scattered clouds
464,Tongliao,CN,43.6125,122.2653,26.02,37,0,7.4,clear sky
465,Grobina,LV,56.5352,21.1678,51.66,76,75,25.32,broken clouds
466,Sao Raimundo Nonato,BR,-9.0153,-42.6994,97.63,20,51,10.42,broken clouds
467,Khuzhir,RU,53.1939,107.3397,38.08,64,85,10.27,overcast clouds
468,Sur,OM,22.5667,59.5289,80.4,68,0,3.29,clear sky
469,Acajutla,SV,13.5928,-89.8275,93.54,62,35,7.83,scattered clouds
470,Havoysund,NO,70.9963,24.6622,38.28,76,100,25.97,light rain
471,Vanimo,PG,-2.6741,141.3028,77.77,90,100,4.54,light rain
472,Mogocha,RU,53.7333,119.7667,17.1,64,17,2.57,few clouds
473,Inuvik,CA,68.3499,-133.7218,24.84,96,90,0.0,mist
474,Magdagachi,RU,53.45,125.8,18.66,55,49,3.38,scattered clouds
475,Seymchan,RU,62.8833,152.4333,11.89,74,68,6.04,broken clouds
476,Port Lincoln,AU,-34.7333,135.8667,52.36,80,16,7.87,few clouds
477,Port Keats,AU,-14.25,129.55,81.54,78,100,6.55,overcast clouds
478,Davila,PH,18.4726,120.5763,79.79,83,14,13.4,few clouds
479,Banjar,ID,-8.19,114.9675,80.46,91,100,5.57,overcast clouds
480,Bullas,ES,38.0467,-1.6723,65.39,51,88,4.88,overcast clouds
481,Essen,DE,51.45,7.0167,47.77,76,100,4.0,overcast clouds
482,Bafoulabe,ML,13.8065,-10.8321,88.39,36,3,2.75,clear sky
483,Chudniv,UA,50.052,28.1175,47.98,64,74,7.78,broken clouds
484,Lorengau,PG,-2.0226,147.2712,82.62,77,94,12.12,overcast clouds
485,Kirakira,SB,-10.4544,161.9205,78.53,83,100,2.66,overcast clouds
486,Bahia Blanca,AR,-38.7196,-62.2724,75.99,17,5,17.29,clear sky
487,Sabzevar,IR,36.2126,57.6819,60.62,14,0,8.88,clear sky
488,Sterling,US,39.0062,-77.4286,67.24,94,90,1.01,heavy intensity rain
489,Pushkar,IN,26.5,74.55,75.49,34,19,0.94,few clouds
490,Santiago Del Estero,AR,-27.7951,-64.2615,76.8,22,0,6.6,clear sky
491,Hayden,US,47.766,-116.7866,63.84,49,1,5.75,clear sky
492,Portland,US,45.5234,-122.6762,66.63,73,40,1.01,scattered clouds
493,Consett,GB,54.854,-1.8316,51.42,91,100,2.82,overcast clouds
494,Tibiri,NE,13.5627,7.0485,85.08,48,100,7.94,overcast clouds
495,Marathon,US,44.9,-89.7668,58.24,47,40,3.0,scattered clouds
496,Springfield,US,37.2153,-93.2982,66.42,36,1,8.01,clear sky
497,Matamoros,MX,25.5333,-103.25,75.31,50,75,13.8,broken clouds
498,Puerto Colombia,CO,10.9878,-74.9547,86.09,71,91,13.91,overcast clouds
499,Sann,PK,26.0418,68.1378,75.11,12,0,1.81,clear sky
500,Esperance,AU,-33.8667,121.9,55.24,88,0,10.49,clear sky
501,Farafangana,MG,-22.8167,47.8333,72.77,87,21,11.88,light rain
502,Okhotsk,RU,59.3833,143.3,15.82,73,13,9.01,few clouds
503,Bytow,PL,54.1706,17.4919,46.69,75,100,10.51,overcast clouds
504,Novyy Urengoy,RU,66.0833,76.6333,39.87,95,100,15.97,light rain
505,Apartado,CO,7.883,-76.6259,78.06,93,100,2.89,overcast clouds
506,Isiro,CD,2.7739,27.616,67.37,99,100,1.86,light rain
507,Karratha,AU,-20.7377,116.8463,72.3,72,17,12.93,few clouds
508,Kismayo,SO,-0.3582,42.5454,78.19,78,6,15.46,clear sky
509,Kingman,US,35.1894,-114.053,73.89,15,1,11.5,clear sky
510,Mogadishu,SO,2.0371,45.3438,78.57,79,4,12.03,clear sky
511,Ambovombe,MG,-25.1667,46.0833,77.52,60,3,6.15,clear sky
512,Wembley,AU,-31.9333,115.8,64.09,78,75,5.75,broken clouds
513,Renqiu,CN,38.6989,116.0936,39.63,51,0,7.0,clear sky
514,Santiago De Cuba,CU,20.0247,-75.8219,86.11,74,20,6.91,few clouds
515,Gladstone,AU,-23.85,151.25,60.73,88,0,4.61,clear sky
516,Gandai,IN,21.6667,81.1,74.37,96,100,4.97,overcast clouds
517,Huari,PE,-9.3333,-77.2333,54.03,60,100,6.15,light rain
518,Funadhoo,MV,6.15,73.2667,81.95,79,100,23.17,overcast clouds
519,Cairns,AU,-16.9167,145.7667,73.35,83,40,0.0,scattered clouds
520,Santa Cecilia,BR,-26.9608,-50.4269,63.52,75,99,2.62,overcast clouds
521,Garissa,KE,-0.4536,39.6401,81.32,52,4,19.37,clear sky
522,Bubaque,GW,11.2833,-15.8333,83.08,72,2,7.05,clear sky
523,Kuandian,CN,40.7286,124.7847,27.73,39,0,2.82,clear sky
524,Bay Roberts,CA,47.5999,-53.2648,47.34,92,100,8.01,light rain
525,Dromolaxia,CY,34.8761,33.586,73.27,68,20,4.61,few clouds
526,Port Augusta,AU,-32.5,137.7667,42.94,57,5,4.97,clear sky
527,Porto Torres,IT,40.835,8.3972,63.09,70,74,4.9,broken clouds
528,Kununurra,AU,-15.7667,128.7333,76.98,88,75,4.61,broken clouds
529,La Union,PE,-5.4,-80.75,81.1,48,100,14.43,overcast clouds
530,Langenburg,DE,49.2544,9.8458,47.55,87,9,4.61,clear sky
531,Yankton,US,42.8711,-97.3973,65.12,29,1,13.8,clear sky
532,Ust-Ishim,RU,57.6935,71.1665,44.13,75,100,6.71,overcast clouds
533,College,US,64.8569,-147.8028,28.58,90,90,3.44,light snow
534,Sistranda,NO,63.7256,8.834,45.9,55,98,24.4,overcast clouds
535,Vangaindrano,MG,-23.35,47.6,71.24,91,17,7.78,light rain
536,Gryfino,PL,53.2524,14.4883,52.52,74,100,9.06,overcast clouds
537,Omsukchan,RU,62.5333,155.8,2.12,94,100,5.01,overcast clouds
538,Am Timan,TD,11.0297,20.2827,78.8,74,2,3.98,light rain
539,Krugersdorp,ZA,-26.0858,27.7752,69.66,22,58,17.0,broken clouds
540,Kristiansund,NO,63.1115,7.732,43.45,65,75,13.8,light rain
541,Great Bend,US,38.3645,-98.7648,71.89,27,1,8.01,clear sky
542,Kemi,FI,65.8596,24.8228,35.37,100,90,12.66,overcast clouds
543,Malchevskaya,RU,49.0552,40.3625,52.0,53,100,6.49,overcast clouds
544,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,95,100,17.96,overcast clouds
545,Visby,SE,57.6409,18.296,51.85,81,100,20.71,overcast clouds
546,Canico,PT,32.6333,-16.85,75.7,61,20,5.75,few clouds
547,Chapais,CA,49.7834,-74.8492,55.18,95,100,11.23,overcast clouds
548,Tuatapere,NZ,-46.1333,167.6833,47.95,81,68,5.06,broken clouds
549,Nelson Bay,AU,-32.7167,152.15,55.69,90,0,12.12,clear sky
550,Hobyo,SO,5.3505,48.5268,78.91,83,54,22.01,broken clouds
551,Minervino Murge,IT,41.0843,16.0784,57.25,79,78,5.5,broken clouds
552,Ust-Ordynskiy,RU,52.805,104.7508,31.84,43,100,4.41,overcast clouds
553,Ambulu,ID,-8.345,113.6058,77.47,87,97,1.16,overcast clouds
554,Guaraniacu,BR,-25.1008,-52.8781,70.25,72,92,4.41,overcast clouds
555,Arenapolis,BR,-14.4503,-56.8461,83.75,61,95,6.08,overcast clouds
556,Yerbogachen,RU,61.2767,108.0108,23.56,84,60,9.19,broken clouds
557,Coquimbo,CL,-29.9533,-71.3436,62.33,59,0,16.11,clear sky
558,Bilibino,RU,68.0546,166.4372,-11.31,99,25,5.21,scattered clouds
559,Vila Do Maio,CV,15.1333,-23.2167,83.19,79,100,14.58,overcast clouds
560,Ouegoa,NC,-20.35,164.4333,74.68,84,83,6.73,broken clouds
561,Arman,RU,59.7,150.1667,15.49,57,11,9.28,few clouds
562,Hambantota,LK,6.1241,81.1185,80.19,80,71,19.6,broken clouds
563,Lodingen,NO,68.414,15.9951,42.44,83,100,1.99,overcast clouds
564,Komyshuvakha,UA,47.7176,35.5288,54.54,55,100,6.87,overcast clouds
565,Moerai,PF,-22.4333,-151.3333,77.34,79,9,14.07,clear sky
566,Nouadhibou,MR,20.931,-17.0347,71.37,80,21,18.25,few clouds
567,Sicamous,CA,50.8331,-118.9856,53.49,97,100,3.85,overcast clouds
568,Bonavista,CA,48.6499,-53.1147,46.11,95,100,30.51,light rain
569,Santa Isabel,BR,-23.3156,-46.2214,73.11,79,100,8.88,overcast clouds
570,Mutis,CO,6.2262,-77.4044,80.42,83,70,6.85,moderate rain
571,Solnechnyy,RU,50.7214,136.6319,22.05,83,100,10.76,overcast clouds
572,Alice Springs,AU,-23.7,133.8833,62.15,31,5,6.91,clear sky
573,Taree,AU,-31.9,152.4667,52.57,81,0,4.61,clear sky
574,Los Llanos De Aridane,ES,28.6585,-17.9182,73.13,78,40,8.05,volcanic ash
575,Leon Valley,US,29.4952,-98.6186,75.04,34,1,3.0,clear sky
576,Kapuskasing,CA,49.4169,-82.4331,51.89,66,75,10.36,broken clouds
577,Anqing,CN,30.5092,117.0506,51.62,70,100,13.27,light rain
578,Monroe,US,43.1501,-77.6831,59.5,81,90,17.27,overcast clouds
579,Gat,IL,31.61,34.7642,72.81,55,100,3.15,overcast clouds
580,Sal Rei,CV,16.1833,-22.9167,80.8,74,40,16.11,scattered clouds
581,Kamyshevatskaya,RU,46.4132,37.9563,58.96,60,100,6.82,overcast clouds
582,Djambala,CG,-2.5447,14.7533,69.26,92,72,4.16,light rain
583,Bakchar,RU,57.0186,82.0711,36.75,91,0,2.37,clear sky
584,Provost,CA,52.3501,-110.2683,62.02,29,7,9.86,clear sky
585,Collie,AU,-33.3667,116.15,56.98,81,100,5.46,overcast clouds
586,Padang,ID,-0.9492,100.3543,79.14,81,100,3.0,overcast clouds
587,Sitka,US,57.0531,-135.33,44.49,70,40,6.91,scattered clouds
588,Eisenberg,DE,50.9667,11.9,47.19,79,21,2.98,few clouds
589,Jiangyou,CN,31.7667,104.7167,55.18,84,100,2.98,light rain
590,Rio Gallegos,AR,-51.6226,-69.2181,50.05,27,40,43.73,scattered clouds
591,Smithers,CA,54.7804,-127.1743,35.92,80,90,2.3,overcast clouds
592,Bourail,NC,-21.5667,165.4833,72.27,86,65,2.42,broken clouds
593,La Asuncion,VE,11.0333,-63.8628,91.13,52,7,18.41,clear sky
594,Akdepe,TM,42.0551,59.3788,48.29,34,0,9.26,clear sky
595,Jijiga,ET,9.35,42.8,66.56,44,5,12.57,clear sky
596,Hokitika,NZ,-42.7167,170.9667,52.25,96,100,16.82,overcast clouds
597,Jibuti,DJ,11.5,42.5,81.82,39,7,6.69,clear sky
598,Shelburne,CA,44.0787,-80.2041,54.55,82,100,14.7,overcast clouds
599,Iroquois Falls,CA,48.7669,-80.6831,50.14,62,100,8.93,overcast clouds
600,Hurricane,US,37.1753,-113.2899,71.71,17,0,3.94,clear sky
601,La Ronge,CA,55.1001,-105.2842,53.85,37,20,6.91,few clouds
602,Aguimes,ES,27.9054,-15.4461,71.65,83,20,18.41,few clouds
603,Sulangan,PH,11.1373,123.7228,82.2,76,21,3.67,few clouds
604,Stornoway,GB,58.2093,-6.3865,48.92,81,100,11.5,light rain
605,Evensk,RU,61.95,159.2333,14.32,66,100,9.55,overcast clouds
606,Zyryanka,RU,65.75,150.85,11.89,93,99,8.97,overcast clouds
607,Concarneau,FR,47.875,-3.9225,54.82,76,92,5.19,overcast clouds
608,Novoagansk,RU,61.9449,76.6625,40.93,88,100,11.05,overcast clouds
609,Hecun,CN,36.5333,114.1111,41.97,59,0,4.54,light rain
610,Sirjan,IR,29.452,55.6814,61.92,20,0,8.52,clear sky
611,Qinhuangdao,CN,39.9317,119.5883,38.97,28,0,4.74,clear sky
612,Umm Lajj,SA,25.0213,37.2685,83.8,70,0,8.01,clear sky
613,Porto Velho,BR,-8.7619,-63.9039,100.76,29,100,1.99,moderate rain
614,Pato Branco,BR,-26.2286,-52.6706,68.04,76,72,7.83,broken clouds
615,Beloha,MG,-25.1667,45.05,74.26,65,1,5.59,clear sky
616,Chumikan,RU,54.7183,135.315,23.04,62,97,6.06,overcast clouds
617,Ridgecrest,US,35.6225,-117.6709,79.16,10,1,1.99,clear sky
618,Camopi,GF,3.1655,-52.3158,95.9,32,100,7.16,overcast clouds
619,San Juan,AR,-31.5375,-68.5364,75.63,10,0,5.59,clear sky
620,Ballina,AU,-28.8667,153.5667,52.79,93,6,0.0,clear sky
621,Alta,NO,69.9689,23.2717,38.46,80,90,16.11,overcast clouds
622,Honiara,SB,-9.4333,159.95,75.67,83,65,2.62,broken clouds
623,Clovis,US,36.8252,-119.7029,87.48,29,20,0.0,few clouds
624,Burghead,GB,57.7011,-3.4899,46.15,79,90,5.75,light rain
625,Maningrida,AU,-12.0667,134.2667,80.49,81,100,6.53,overcast clouds
626,Atagay,RU,55.1033,99.3875,28.4,75,26,1.95,scattered clouds
627,Linxia,CN,35.6003,103.2064,43.57,72,100,2.77,overcast clouds
628,Vasteras,SE,59.6162,16.5528,46.85,61,11,5.75,few clouds
629,Boca Do Acre,BR,-8.7522,-67.3978,96.76,37,99,2.66,moderate rain
630,Masvingo,ZW,-20.0637,30.8277,79.75,18,1,6.87,clear sky
631,Ignalina,LT,55.35,26.1667,45.18,82,94,13.4,overcast clouds
632,Meulaboh,ID,4.1363,96.1285,77.74,87,100,3.67,overcast clouds
633,Tilichiki,RU,60.4667,166.1,14.67,70,100,11.56,overcast clouds
634,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,71.96,55,30,9.62,scattered clouds
635,Verkhnevilyuysk,RU,63.4453,120.3167,13.12,94,41,2.91,scattered clouds
636,Gushikawa,JP,26.3544,127.8686,75.2,90,75,17.27,broken clouds
637,Fairlie,GB,55.756,-4.8556,51.71,92,100,1.01,moderate rain
638,Ucluelet,CA,48.9329,-125.5528,56.08,94,100,10.04,overcast clouds
639,Campo Verde,BR,-20.4167,-54.0667,74.41,69,100,9.17,overcast clouds
640,Urubamba,PE,-13.3047,-72.1158,77.9,59,99,4.61,overcast clouds
641,Tashtagol,RU,52.7657,87.8894,33.15,78,9,2.44,clear sky
642,Dawlatabad,AF,36.4141,64.9053,54.63,18,94,2.13,overcast clouds
643,Gafargaon,BD,24.4333,90.5667,82.38,85,100,0.67,overcast clouds
644,Lincoln,US,40.8,-96.667,67.66,29,1,4.0,clear sky
645,Aswan,EG,24.0934,32.907,92.5,15,0,11.5,clear sky
646,Villamontes,BO,-21.25,-63.5,76.77,35,60,7.16,broken clouds
647,Esso,RU,55.9333,158.7,18.39,93,78,9.46,broken clouds
648,Borgosesia,IT,45.7145,8.2799,55.42,89,3,4.14,clear sky
649,Yar-Sale,RU,66.8333,70.8333,39.15,90,100,14.67,overcast clouds
650,Byron Bay,AU,-28.65,153.6167,54.88,67,3,7.92,clear sky
651,Goundi,TD,9.3627,17.366,80.1,69,72,3.02,broken clouds
652,Yumen,CN,40.2833,97.2,38.21,38,0,7.43,clear sky
653,Daru,PG,-9.0763,143.2092,78.31,85,100,8.23,overcast clouds
654,Awbari,LY,26.5921,12.7805,76.14,25,0,9.31,clear sky
655,Harlingen,US,26.1906,-97.6961,76.32,57,100,17.05,overcast clouds
656,Athabasca,CA,54.7169,-113.2854,57.02,39,100,6.29,overcast clouds
657,Tara,RU,56.8944,74.371,38.01,85,0,6.4,clear sky
658,Ikalamavony,MG,-21.15,46.5833,66.09,74,1,7.63,clear sky
659,Maarianhamina,AX,60.0973,19.9348,46.26,57,0,8.05,clear sky
660,Murdochville,CA,48.9583,-65.5006,47.28,91,100,8.03,overcast clouds
661,Elko,US,41.0002,-115.5012,62.74,27,6,3.0,clear sky
662,Oksfjord,NO,70.2396,22.3479,39.27,95,100,12.1,light rain
663,Salina,US,38.8403,-97.6114,71.02,25,1,5.01,clear sky
664,Mocorito,MX,25.4833,-107.9167,91.26,37,96,3.31,overcast clouds
665,Banting,MY,2.8167,101.5,80.74,88,100,3.56,overcast clouds
666,Zalantun,CN,48.0,122.7167,23.23,42,100,4.63,overcast clouds
667,Xichang,CN,27.8964,102.2634,54.21,86,100,1.61,overcast clouds
668,Kloulklubed,PW,7.0419,134.2556,77.5,73,100,3.15,overcast clouds
669,El Alto,PE,-4.2714,-81.2147,71.26,81,100,10.51,overcast clouds
670,Muros,ES,42.7762,-9.0603,62.85,89,100,14.45,overcast clouds
671,Venado Tuerto,AR,-33.7456,-61.9688,70.79,29,0,5.86,clear sky
672,Makakilo City,US,21.3469,-158.0858,80.92,60,40,10.36,scattered clouds
673,Wanning,CN,18.8003,110.3967,75.81,90,100,20.67,overcast clouds
674,Pierre,US,44.3683,-100.351,65.86,36,1,10.0,clear sky
675,Leshukonskoye,RU,64.8989,45.7622,41.29,94,100,7.16,overcast clouds
676,Mandal,IN,25.45,74.5667,75.83,35,92,2.19,overcast clouds
677,Quatre Cocos,MU,-20.2078,57.7625,74.08,72,3,15.93,clear sky
678,Ankang,CN,32.68,109.0172,51.85,90,100,2.46,overcast clouds
679,Thinadhoo,MV,0.5333,72.9333,83.23,74,100,20.13,overcast clouds
680,Haines Junction,CA,60.7522,-137.5108,26.55,74,17,1.14,few clouds
681,Itacare,BR,-14.2775,-38.9967,82.29,75,69,7.83,broken clouds
682,Kruisfontein,ZA,-34.0033,24.7314,53.89,60,100,21.54,overcast clouds
683,Port Hueneme,US,34.1478,-119.1951,91.83,11,1,5.75,clear sky
684,Saint-Junien,FR,45.8833,0.9,57.78,67,3,2.73,clear sky
685,Vila,PT,42.0304,-8.1588,54.34,88,100,4.88,overcast clouds
686,Shubarshi,KZ,48.5872,57.1869,51.31,38,97,6.98,overcast clouds
687,Jinxiang,CN,27.4327,120.6062,62.94,74,99,17.58,overcast clouds
688,Tovste,UA,48.8466,25.7262,48.83,66,100,5.55,overcast clouds
689,San Jose De Sisa,PE,-6.6167,-76.6915,95.52,89,100,2.3,overcast clouds
690,Mount Isa,AU,-20.7333,139.5,58.77,38,0,2.3,clear sky
691,Nova Granada,BR,-20.5339,-49.3142,86.25,47,66,7.49,broken clouds
692,Methoni,GR,36.8197,21.7049,61.21,74,85,16.55,overcast clouds
693,Pevek,RU,69.7008,170.3133,6.85,88,95,3.38,overcast clouds
694,Dourbali,TD,11.8091,15.8632,76.46,81,100,9.98,heavy intensity rain
695,Honningsvag,NO,70.9821,25.9704,40.3,81,100,28.68,overcast clouds
696,Luau,AO,-10.7073,22.2247,72.68,63,78,5.86,broken clouds
697,Grafton,US,42.207,-71.6856,74.95,68,20,1.01,few clouds
698,Timizart,DZ,36.8,4.2667,61.32,61,43,3.0,scattered clouds
